filename;content;junior;senior;expert;consensus
138.yaml;TITLE : Transfers API\nDESCRIPTION :\n      The transfers API will register all the transfers and will generate different events like new balance update, new\n      transfer registered or notification events\nENDPOINTS :\n    - GET /transfers\n      Retrieves a list of transfers previously submited by the user. User_id is obtained fron the Access token claim.\n    - POST /transfers\n      Creates a new transfer. First it needs to check if there isn't any other transfer in the last 5 minutes with the\n      same source, destination and amount. If the same transaction is detected the transaction will be discarted. We\n      need to extract the userId from the JWT and save with the transaction.\n    - GET /transfers/{transfer_id}\n      Get the transfer based on the Id and checks if the JWT token has permissions to view the data.\n    - PUT /transfers/{transfer_id}\n      Update the transfer status\n    - POST /linked_accounts\n      Store the link for a Nautilus Account with an external bank. That link will be used to redirect transfers. The\n      user could have multiple linked accounts.;transfer;transfer;transfer;transfer
139.yaml;TITLE : FraudLabs Pro Fraud Detection\nDESCRIPTION :\n      Online payment fraud detection service. It helps merchants to minimize chargebacks and therefore maximize the\n      revenue. It can be used to detect fraud for various kinds of payment method, such as credit card, paypal, cod and\n      so on. Please visit https://www.fraudlabspro.com to learn more.\nENDPOINTS :\n    - POST /v1/order/feedback\n      Feedback the status of an order transaction.\n    - POST /v1/order/screen\n      Screen order for payment fraud.;payment;other;other;other
14.yaml;TITLE : Stocks API\nDESCRIPTION :\n      APIs for stocks\nENDPOINTS :\n    - GET /sector\n      Return a list of sectors\n    - GET /sector/{sectorId}\n      Return top stocks in a sector by ID\n    - GET /price/{symbolId}\n      Return price of one symbol by ID\n    - GET /price/topstocks\n      Return top stocks\n    - GET /commodity\n      Return a list of commodities\n    - GET /commodity/{commodityId}\n      Return commodity price by ID;;trading;trading;trading
140.yaml;TITLE : koomalooma Partner API\nDESCRIPTION :\n      This is the koomalooma Partner API. koomalooma is the first Loyalty BPaaS (Business Process as a Service) for\n      mobile and web companies. With koomalooma merchants issue points for actions their customers / users make on your\n      mobile or web store, for example a purchase or a referral. koomalooma takes care of all the rest, from signing up\n      users, keeping track of points and delivering rewards in over 80 countries. koomalooma offers an easy to integrate\n      API and web backend to configure loyalty campaigns and track performance. You can find more at\n      http://support.koomalooma.com\nENDPOINTS :\n    - POST /users\n      Create a User\n    - POST /users/{user_id}/commitments\n      Assign points to a User;user-password;user-password;;user-password
141.yaml;"TITLE : Adyen Data Protection API\nDESCRIPTION :\n      Adyen Data Protection API provides a way for you to process [Subject Erasure Requests](https://gdpr-\n      info.eu/art-17-gdpr/) as mandated in GDPR.  Use our API to submit a request to delete shopper's data, including\n      payment details and other related information (for example, delivery address or shopper email).## Authentication\n      Each request to the Data Protection API must be signed with an API key. Get your API Key from your Customer Area,\n      as described in [How to get the API key](https://docs.adyen.com/development-resources/api-credentials#generate-\n      api-key). Then set this key to the `X-API-Key` header value, for example:  ``` curl -H ""Content-Type: [...]\nENDPOINTS :\n    - POST /requestSubjectErasure\n      Submit a Subject Erasure Request.";client;other;client;client
143.yaml;TITLE : Open Banking - Payments initiation service\nDESCRIPTION :\n      Open Banking - Payments initiation service\nENDPOINTS :\n    - POST /payments/aspsps\n      Get list of ASPSPs\n    - POST /payments/consents/raw\n      Extracts the original raw consent given by the aspsp\n    - POST /payments/cross-border-credit-transfers\n      Redeem the payment\n    - POST /payments/cross-border-credit-transfers/consents\n      Request consent initiation via redirect\n    - POST /payments/cross-border-credit-transfers/payment-status\n      Get payment status\n    - POST /payments/domestic-credit-transfers\n      Redeem the payment\n    - POST /payments/domestic-credit-transfers/consents\n      Request consent initiation via redirect\n    - POST /payments/domestic-credit-transfers/payment-status\n      Get payment status\n    - GET /payments/health\n      Returns the status of each connectivity provider\n    - POST /payments/sepa-credit-transfers\n      Redeem the payment\n    - POST /payments/sepa-credit-transfers/consents\n      Request consent initiation via redirect\n    - POST /payments/sepa-credit-transfers/payment-status\n      Get payment status;payment;payment;payment;payment
144.yaml;TITLE : Blockchain.info Exchange Rates API\nDESCRIPTION :\n      Market Prices and exchanges rates api\nENDPOINTS :\n    - GET /ticker\n      Get BTC exchange rates\n    - GET /tobtc\n      Convert x value in the provided currency to btc.;blockchain;blockchain;blockchain;blockchain
145.yaml;"TITLE : Arlequin Invest Trading API\nDESCRIPTION :\n      # README # 1. Get an authentication token Use your application credentials (login and password) to get a token\n      with the request  ```/api/get-authentication-token ``` This token must be used in the Authorization parameter of\n      the header of **all** subsequent request. It should be preceded by the 'Bearer' keyword and a space. For example:\n      ```{""Authorization"":""Bearer yourToken""} ``` # 2. Retrieve your account key Use the request  ```/api/get-my-\n      accounts ``` to retrieve the details of each of your account. You will need the value of the key\n      ```EncryptedId```, as the identifier of your account. This value should be used for all request related to [...]\nENDPOINTS :\n    - POST /api/get-authentication-token\n      Get your authentication token\n    - GET /api/get-my-accounts\n      List my accounts\n    - POST /api/get-trades-history\n      Get trades history\n    - POST /api/get-algo-orders\n      Get my open algo orders\n    - POST /api/get-instruments-list\n      Get the tradable instruments list\n    - POST /api/trade\n      Send a trade\n    - POST /api/get-order-commissions\n      Get commissions\n    - POST /api/modify-algo-order\n      Modify an algo order\n    - POST /api/cancel-algo-order\n      Cancel algo order";trading;trading;trading;trading
146.yaml;TITLE : Customer API\nDESCRIPTION :\n      This is the Customer API. It provides RESTful operations for customer data\nENDPOINTS :\n    - GET /customer\n      reads a customer's data\n    - POST /customer\n      adds a new customer\n    - PUT /Customer/{customerId}\n      update existing customer\n    - DELETE /Customer/{customerId}\n      delete an existing customer;client;client;client;client
147.yaml;TITLE : Financial Products Second Layer - Savings\nDESCRIPTION :\n      This is a simple API\nENDPOINTS :\n    - POST /getSavings\n      Returns Savings List second Layer;savings;savings;savings;savings
149.yaml;TITLE : Payment Processing APIs- Get Payments Options.\nDESCRIPTION :\n      Payment Processing APIs - ISO20022\nENDPOINTS :\n    - GET /payments/options\n      getPayment options;payment;payment;payment;payment
15.yaml;TITLE : Stocks Service\nDESCRIPTION :\n      Stock service to perform CRUD operations around a stock resource\nENDPOINTS :\n    - GET /stocks\n      Returns list of stocks\n    - POST /stocks\n      Creates a stock\n    - GET /stocks/{stockId}\n      Returns Stock of the given ID\n    - PATCH /stocks/{stockId}\n      updates the price of the stock identified by the given id;other;trading;trading;trading
150.yaml;TITLE : GOV.UK Pay API\nDESCRIPTION :\n      GOV.UK Pay API (This version is no longer maintained. See openapi/publicapi_spec.json for latest API\n      specification)\nENDPOINTS :\n    - GET /v1/payments\n      Search payments\n    - POST /v1/payments\n      Create new payment\n    - GET /v1/payments/{paymentId}\n      Find payment by ID\n    - POST /v1/payments/{paymentId}/cancel\n      Cancel payment\n    - POST /v1/payments/{paymentId}/capture\n      Capture payment\n    - GET /v1/payments/{paymentId}/events\n      Return payment events by ID\n    - GET /v1/payments/{paymentId}/refunds\n      Get all refunds for a payment\n    - POST /v1/payments/{paymentId}/refunds\n      Submit a refund for a payment\n    - GET /v1/payments/{paymentId}/refunds/{refundId}\n      Find payment refund by ID\n    - GET /v1/refunds\n      Search refunds;payment;payment;payment;payment
151.yaml;TITLE : Transfers\nDESCRIPTION :\n      The Transfers API provides the basic functionality to create a payment process, validate it and execute the\n      transfer.\nENDPOINTS :\n    - GET /transfers\n      Obtains transfers processes.\n    - POST /transfers\n      Create a transfer process.\n    - PUT /transfers/{transfer-id}/approve\n      Approve a transfer process.\n    - PUT /transfers/{transfer-id}/execute\n      Executes transfer process.\n    - POST /transfers/webhook\n      Process to set transfer status.;transfer;transfer;transfer;transfer
152.yaml;TITLE : Entityworx\nDESCRIPTION :\n      Investments API Reference Documentation.\nENDPOINTS :\n    - GET /DemoAPI/FXAPIService.svc/InterestRates_GetList\n      List Information for an Interest Rate\n    - GET /DemoAPI/FXAPIService.svc/InterestRates_GetDetail\n      Fetch Details for an Interest Rate\n    - GET /DemoAPI/FXAPIService.svc/ThirdParty_GetDetail\n      Fetch Details for a Third Party\n    - GET /DemoAPI/FXAPIService.svc/InvestmentManager_GetList\n      List All Investment Managers\n    - GET /DemoAPI/FXAPIService.svc/ThirdParty_Add\n      Create a Third Party\n    - GET /DemoAPI/FXAPIService.svc/InterestRates_Edit\n      Edit Interest Rate Record\n    - GET /DemoAPI/FXAPIService.svc/InvestmentBatchType_GetList\n      List All Investment Batch Types\n    - GET /DemoAPI/FXAPIService.svc/InvestmentBatchType_GetDetail\n      Fetch Details for Investment Batch Type\n    - GET /DemoAPI/FXAPIService.svc/InvestmentBatchHistory_GetList\n      List All Investment Batch History Records\n    - GET /DemoAPI/FXAPIService.svc/ThirdParty_Delete\n      Delete Third Party Record\n    - GET /DemoAPI/FXAPIService.svc/InvestmentBatchHistory_GetDetail\n      Fetch Details for a Investment Batch History Record\n    - GET /DemoAPI/FXAPIService.svc/ThirdParty_Edit\n      Edit a Third Party Record\n    - GET /DemoAPI/FXAPIService.svc/InvestmentManager_GetDetail\n      Fetch Details for an Investment Manager Record\n    - GET /DemoAPI/FXAPIService.svc/ThirdParty_GetList\n      List All Third Party Records;other;savings;savings;savings
